"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","GGEXP","TOT","PC_GDP","A","1997",58.7391300312758,
"SWE","GGEXP","TOT","PC_GDP","A","1998",56.4143796405322,
"SWE","GGEXP","TOT","PC_GDP","A","1999",56.0297355612336,
"SWE","GGEXP","TOT","PC_GDP","A","2000",53.0512829137376,
"SWE","GGEXP","TOT","PC_GDP","A","2001",52.520178885032,
"SWE","GGEXP","TOT","PC_GDP","A","2002",53.6314779920688,
"SWE","GGEXP","TOT","PC_GDP","A","2003",53.8063458022431,
"SWE","GGEXP","TOT","PC_GDP","A","2004",52.3137283168574,
"SWE","GGEXP","TOT","PC_GDP","A","2005",52.2710873277302,
"SWE","GGEXP","TOT","PC_GDP","A","2006",50.9614090928311,
"SWE","GGEXP","TOT","PC_GDP","A","2007",49.2940952534697,
"SWE","GGEXP","TOT","PC_GDP","A","2008",50.0323686432395,
"SWE","GGEXP","TOT","PC_GDP","A","2009",52.2556041047933,
"SWE","GGEXP","TOT","PC_GDP","A","2010",50.3871326828747,
"SWE","GGEXP","TOT","PC_GDP","A","2011",49.6745759347408,
"SWE","GGEXP","TOT","PC_GDP","A","2012",50.8843772224309,
"SWE","GGEXP","TOT","PC_GDP","A","2013",51.5866262097889,
"SWE","GGEXP","TOT","PC_GDP","A","2014",50.6940614566975,
"SWE","GGEXP","TOT","PC_GDP","A","2015",49.3399319793356,
"SWE","GGEXP","TOT","PC_GDP","A","2016",49.7326745837119,
"SWE","GGEXP","TOT","PC_GDP","A","2017",49.245658574723,
"SWE","GGEXP","TOT","PC_GDP","A","2018",49.8337512162651,
"GBR","GGEXP","TOT","PC_GDP","A","1995",38.3734757657487,
"GBR","GGEXP","TOT","PC_GDP","A","1996",36.7571767895819,
"GBR","GGEXP","TOT","PC_GDP","A","1997",35.7319674284213,
"GBR","GGEXP","TOT","PC_GDP","A","1998",35.3887251603665,
"GBR","GGEXP","TOT","PC_GDP","A","1999",35.1363594395587,
"GBR","GGEXP","TOT","PC_GDP","A","2000",35.3349758189616,
"GBR","GGEXP","TOT","PC_GDP","A","2001",36.3820357966399,
"GBR","GGEXP","TOT","PC_GDP","A","2002",37.5795148656488,
"GBR","GGEXP","TOT","PC_GDP","A","2003",38.7920438660455,
"GBR","GGEXP","TOT","PC_GDP","A","2004",40.0415496801039,
"GBR","GGEXP","TOT","PC_GDP","A","2005",41.3100001579282,
"GBR","GGEXP","TOT","PC_GDP","A","2006",40.7921567614208,
"GBR","GGEXP","TOT","PC_GDP","A","2007",40.9689635434016,
"GBR","GGEXP","TOT","PC_GDP","A","2008",44.3473341978872,
"GBR","GGEXP","TOT","PC_GDP","A","2009",47.1881088502324,
"GBR","GGEXP","TOT","PC_GDP","A","2010",47.2546227429551,
"GBR","GGEXP","TOT","PC_GDP","A","2011",45.7556315999665,
"GBR","GGEXP","TOT","PC_GDP","A","2012",45.6043160003972,
"GBR","GGEXP","TOT","PC_GDP","A","2013",43.9053639313029,
"GBR","GGEXP","TOT","PC_GDP","A","2014",43.063046428142,
"GBR","GGEXP","TOT","PC_GDP","A","2015",42.2486808731424,
"GBR","GGEXP","TOT","PC_GDP","A","2016",41.53396580559,
"GBR","GGEXP","TOT","PC_GDP","A","2017",41.1767549306178,
"GBR","GGEXP","TOT","PC_GDP","A","2018",40.984652104406,
"USA","GGEXP","TOT","PC_GDP","A","1970",34.2404707710684,
"USA","GGEXP","TOT","PC_GDP","A","1971",34.5513928832038,
"USA","GGEXP","TOT","PC_GDP","A","1972",34.4065717569247,
"USA","GGEXP","TOT","PC_GDP","A","1973",33.3795854567497,
"USA","GGEXP","TOT","PC_GDP","A","1974",34.5615608677729,
"USA","GGEXP","TOT","PC_GDP","A","1975",36.8740118131359,
"USA","GGEXP","TOT","PC_GDP","A","1976",35.509514191219,
"USA","GGEXP","TOT","PC_GDP","A","1977",34.550903869968,
"USA","GGEXP","TOT","PC_GDP","A","1978",33.7401614816131,
"USA","GGEXP","TOT","PC_GDP","A","1979",33.5679475848902,
"USA","GGEXP","TOT","PC_GDP","A","1980",35.40340957412,
"USA","GGEXP","TOT","PC_GDP","A","1981",35.5978655720754,
"USA","GGEXP","TOT","PC_GDP","A","1982",37.8484168708014,
"USA","GGEXP","TOT","PC_GDP","A","1983",37.9222259095805,
"USA","GGEXP","TOT","PC_GDP","A","1984",36.7285324274516,
"USA","GGEXP","TOT","PC_GDP","A","1985",37.3245641428548,
"USA","GGEXP","TOT","PC_GDP","A","1986",37.767307016657,
"USA","GGEXP","TOT","PC_GDP","A","1987",37.5517644429752,
"USA","GGEXP","TOT","PC_GDP","A","1988",36.6914914298613,
"USA","GGEXP","TOT","PC_GDP","A","1989",36.7023316163203,
"USA","GGEXP","TOT","PC_GDP","A","1990",37.6636502489291,
"USA","GGEXP","TOT","PC_GDP","A","1991",38.5801288021086,
"USA","GGEXP","TOT","PC_GDP","A","1992",39.3677525682378,
"USA","GGEXP","TOT","PC_GDP","A","1993",38.8085135667711,
"USA","GGEXP","TOT","PC_GDP","A","1994",37.8446121410093,
"USA","GGEXP","TOT","PC_GDP","A","1995",37.8085968531165,
"USA","GGEXP","TOT","PC_GDP","A","1996",37.1235279238936,
"USA","GGEXP","TOT","PC_GDP","A","1997",35.9684441435039,
"USA","GGEXP","TOT","PC_GDP","A","1998",35.1194292017592,
"USA","GGEXP","TOT","PC_GDP","A","1999",34.6569078369786,
"USA","GGEXP","TOT","PC_GDP","A","2000",34.2989502793848,
"USA","GGEXP","TOT","PC_GDP","A","2001",35.6083848320261,
"USA","GGEXP","TOT","PC_GDP","A","2002",36.7101348906013,
"USA","GGEXP","TOT","PC_GDP","A","2003",37.2569143654273,
"USA","GGEXP","TOT","PC_GDP","A","2004",36.8764709879783,
"USA","GGEXP","TOT","PC_GDP","A","2005",36.9591467492728,
"USA","GGEXP","TOT","PC_GDP","A","2006",36.6691587145174,
"USA","GGEXP","TOT","PC_GDP","A","2007",37.4257154442404,
"USA","GGEXP","TOT","PC_GDP","A","2008",39.8233611514292,
"USA","GGEXP","TOT","PC_GDP","A","2009",43.2625304070917,
"USA","GGEXP","TOT","PC_GDP","A","2010",43.1672842383418,
"USA","GGEXP","TOT","PC_GDP","A","2011",42.048698215007,
"USA","GGEXP","TOT","PC_GDP","A","2012",40.2290460206629,
"USA","GGEXP","TOT","PC_GDP","A","2013",39.010023870334,
"USA","GGEXP","TOT","PC_GDP","A","2014",38.3500017173251,
"USA","GGEXP","TOT","PC_GDP","A","2015",37.9078157822924,
"USA","GGEXP","TOT","PC_GDP","A","2016",38.1975817536073,
"USA","GGEXP","TOT","PC_GDP","A","2017",37.9405549849614,
"USA","GGEXP","TOT","PC_GDP","A","2018",37.7720103153228,
"EST","GGEXP","TOT","PC_GDP","A","1995",39.7464692341302,
"EST","GGEXP","TOT","PC_GDP","A","1996",38.9827419744606,
"EST","GGEXP","TOT","PC_GDP","A","1997",36.7896173840379,
"EST","GGEXP","TOT","PC_GDP","A","1998",39.1333910454806,
"EST","GGEXP","TOT","PC_GDP","A","1999",40.0686244487792,
"EST","GGEXP","TOT","PC_GDP","A","2000",36.3184802551032,
"EST","GGEXP","TOT","PC_GDP","A","2001",34.9402751693619,
"EST","GGEXP","TOT","PC_GDP","A","2002",35.8525474651164,
"EST","GGEXP","TOT","PC_GDP","A","2003",35.0231809514592,
"EST","GGEXP","TOT","PC_GDP","A","2004",34.0744498907555,
"EST","GGEXP","TOT","PC_GDP","A","2005",33.7362684918989,
"EST","GGEXP","TOT","PC_GDP","A","2006",33.4478281908579,
"EST","GGEXP","TOT","PC_GDP","A","2007",33.7379519499632,
"EST","GGEXP","TOT","PC_GDP","A","2008",39.402494962447,
"EST","GGEXP","TOT","PC_GDP","A","2009",45.5944716460373,
"EST","GGEXP","TOT","PC_GDP","A","2010",39.9503353182935,
"EST","GGEXP","TOT","PC_GDP","A","2011",37.0919768884429,
"EST","GGEXP","TOT","PC_GDP","A","2012",38.9540877034097,
"EST","GGEXP","TOT","PC_GDP","A","2013",38.1765890561895,
"EST","GGEXP","TOT","PC_GDP","A","2014",37.5178589661803,
"EST","GGEXP","TOT","PC_GDP","A","2015",39.2378771945146,
"EST","GGEXP","TOT","PC_GDP","A","2016",39.0516140038087,
"EST","GGEXP","TOT","PC_GDP","A","2017",39.2002634884086,
"EST","GGEXP","TOT","PC_GDP","A","2018",39.2514899818793,
"ISR","GGEXP","TOT","PC_GDP","A","1995",49.6635270926112,
"ISR","GGEXP","TOT","PC_GDP","A","1996",49.6132079979725,
"ISR","GGEXP","TOT","PC_GDP","A","1997",49.1478123820733,
"ISR","GGEXP","TOT","PC_GDP","A","1998",51.5684316189568,
"ISR","GGEXP","TOT","PC_GDP","A","1999",50.1666198484125,
"ISR","GGEXP","TOT","PC_GDP","A","2000",47.8897078556703,
"ISR","GGEXP","TOT","PC_GDP","A","2001",50.1008729149148,
"ISR","GGEXP","TOT","PC_GDP","A","2002",51.0433676094714,
"ISR","GGEXP","TOT","PC_GDP","A","2003",50.4326917443538,
"ISR","GGEXP","TOT","PC_GDP","A","2004",47.0243241483754,
"ISR","GGEXP","TOT","PC_GDP","A","2005",45.9469704632906,
"ISR","GGEXP","TOT","PC_GDP","A","2006",44.595864835869,
"ISR","GGEXP","TOT","PC_GDP","A","2007",42.5870480062717,
"ISR","GGEXP","TOT","PC_GDP","A","2008",42.2531293417439,
"ISR","GGEXP","TOT","PC_GDP","A","2009",42.294975981342,
"ISR","GGEXP","TOT","PC_GDP","A","2010",41.3604744757705,
"ISR","GGEXP","TOT","PC_GDP","A","2011",40.7404153970431,
"ISR","GGEXP","TOT","PC_GDP","A","2012",41.6335092732529,
"ISR","GGEXP","TOT","PC_GDP","A","2013",41.1648608847162,
"ISR","GGEXP","TOT","PC_GDP","A","2014",39.6108252674847,
"ISR","GGEXP","TOT","PC_GDP","A","2015",38.5164782384116,
"ISR","GGEXP","TOT","PC_GDP","A","2016",38.7100707169757,
"ISR","GGEXP","TOT","PC_GDP","A","2017",39.5511869598326,
"ISR","GGEXP","TOT","PC_GDP","A","2018",40.402752566087,
"ISR","GGEXP","TOT","PC_GDP","A","2019",39.9296918779517,
"SVN","GGEXP","TOT","PC_GDP","A","1995",53.1028400619302,
"SVN","GGEXP","TOT","PC_GDP","A","1996",45.1467955118138,
"SVN","GGEXP","TOT","PC_GDP","A","1997",45.3702597256646,
"SVN","GGEXP","TOT","PC_GDP","A","1998",46.2168915143985,
"SVN","GGEXP","TOT","PC_GDP","A","1999",47.0183163648002,
"SVN","GGEXP","TOT","PC_GDP","A","2000",47.533559676072,
"SVN","GGEXP","TOT","PC_GDP","A","2001",48.7115346298873,
"SVN","GGEXP","TOT","PC_GDP","A","2002",47.2612513567679,
"SVN","GGEXP","TOT","PC_GDP","A","2003",47.1546744534735,
"SVN","GGEXP","TOT","PC_GDP","A","2004",46.6272689419109,
"SVN","GGEXP","TOT","PC_GDP","A","2005",46.3937026761151,
"SVN","GGEXP","TOT","PC_GDP","A","2006",45.5390999318586,
"SVN","GGEXP","TOT","PC_GDP","A","2007",43.4098365259883,
"SVN","GGEXP","TOT","PC_GDP","A","2008",45.0525660633084,
"SVN","GGEXP","TOT","PC_GDP","A","2009",49.3609598647029,
"SVN","GGEXP","TOT","PC_GDP","A","2010",50.1759582179419,
"SVN","GGEXP","TOT","PC_GDP","A","2011",50.8564423172344,
"SVN","GGEXP","TOT","PC_GDP","A","2012",49.3545244184824,
"SVN","GGEXP","TOT","PC_GDP","A","2013",60.2672944175773,
"SVN","GGEXP","TOT","PC_GDP","A","2014",50.8422478014186,
"SVN","GGEXP","TOT","PC_GDP","A","2015",48.7104599415624,
"SVN","GGEXP","TOT","PC_GDP","A","2016",46.1443017924484,
"SVN","GGEXP","TOT","PC_GDP","A","2017",44.0392549626847,
"SVN","GGEXP","TOT","PC_GDP","A","2018",43.4446868555299,
"AUS","GGEXP","TOT","PC_GDP","A","1998",37.3627933002333,
"AUS","GGEXP","TOT","PC_GDP","A","1999",36.7690676524104,
"AUS","GGEXP","TOT","PC_GDP","A","2000",37.4589045564529,
"AUS","GGEXP","TOT","PC_GDP","A","2001",37.2074091849817,
"AUS","GGEXP","TOT","PC_GDP","A","2002",36.6005793048342,
"AUS","GGEXP","TOT","PC_GDP","A","2003",36.4263407348564,
"AUS","GGEXP","TOT","PC_GDP","A","2004",36.4547454332367,
"AUS","GGEXP","TOT","PC_GDP","A","2005",36.0935539877362,
"AUS","GGEXP","TOT","PC_GDP","A","2006",35.9206252939233,
"AUS","GGEXP","TOT","PC_GDP","A","2007",35.6680848678304,
"AUS","GGEXP","TOT","PC_GDP","A","2008",38.2467890599891,
"AUS","GGEXP","TOT","PC_GDP","A","2009",39.3644843149958,
"AUS","GGEXP","TOT","PC_GDP","A","2010",37.9389138386952,
"AUS","GGEXP","TOT","PC_GDP","A","2011",38.1076362258896,
"AUS","GGEXP","TOT","PC_GDP","A","2012",37.941960819029,
"AUS","GGEXP","TOT","PC_GDP","A","2013",38.2614026636973,
"AUS","GGEXP","TOT","PC_GDP","A","2014",38.8396904840019,
"AUS","GGEXP","TOT","PC_GDP","A","2015",39.177907815554,
"AUS","GGEXP","TOT","PC_GDP","A","2016",38.5214009989951,
"AUS","GGEXP","TOT","PC_GDP","A","2017",38.543352663695,
"AUS","GGEXP","TOT","PC_GDP","A","2018",38.5639224040806,
"LVA","GGEXP","TOT","PC_GDP","A","1995",35.6306381141074,
"LVA","GGEXP","TOT","PC_GDP","A","1996",35.4378652404606,
"LVA","GGEXP","TOT","PC_GDP","A","1997",35.1532863072048,
"LVA","GGEXP","TOT","PC_GDP","A","1998",38.004949830171,
"LVA","GGEXP","TOT","PC_GDP","A","1999",40.8875049775323,
"LVA","GGEXP","TOT","PC_GDP","A","2000",37.1652104907637,
"LVA","GGEXP","TOT","PC_GDP","A","2001",34.7133922294873,
"LVA","GGEXP","TOT","PC_GDP","A","2002",35.0476790313025,
"LVA","GGEXP","TOT","PC_GDP","A","2003",33.4961605102558,
"LVA","GGEXP","TOT","PC_GDP","A","2004",34.5680098515662,
"LVA","GGEXP","TOT","PC_GDP","A","2005",34.0994725911253,
"LVA","GGEXP","TOT","PC_GDP","A","2006",35.9087637891849,
"LVA","GGEXP","TOT","PC_GDP","A","2007",33.9662170836261,
"LVA","GGEXP","TOT","PC_GDP","A","2008",37.6190770927925,
"LVA","GGEXP","TOT","PC_GDP","A","2009",44.3132226138794,
"LVA","GGEXP","TOT","PC_GDP","A","2010",45.1732719619667,
"LVA","GGEXP","TOT","PC_GDP","A","2011",40.1404716621041,
"LVA","GGEXP","TOT","PC_GDP","A","2012",37.6922204581538,
"LVA","GGEXP","TOT","PC_GDP","A","2013",37.4980009773291,
"LVA","GGEXP","TOT","PC_GDP","A","2014",38.0592625278914,
"LVA","GGEXP","TOT","PC_GDP","A","2015",37.7418088334705,
"LVA","GGEXP","TOT","PC_GDP","A","2016",36.4355089342834,
"LVA","GGEXP","TOT","PC_GDP","A","2017",37.7786909058783,
"LVA","GGEXP","TOT","PC_GDP","A","2018",38.517268519397,
"COL","GGEXP","TOT","PC_GDP","A","2014",31.3532650939897,
"COL","GGEXP","TOT","PC_GDP","A","2015",32.0352383272109,
"COL","GGEXP","TOT","PC_GDP","A","2016",31.0545947935938,
"COL","GGEXP","TOT","PC_GDP","A","2017",31.5173427516999,
"COL","GGEXP","TOT","PC_GDP","A","2018",31.1612400636383,
"CRI","GGEXP","TOT","PC_GDP","A","2012",31.2454166155228,
"CRI","GGEXP","TOT","PC_GDP","A","2013",32.7776073325054,
"CRI","GGEXP","TOT","PC_GDP","A","2014",32.726454091671,
"CRI","GGEXP","TOT","PC_GDP","A","2015",32.8522650847785,
"CRI","GGEXP","TOT","PC_GDP","A","2016",33.3342745698816,
"CRI","GGEXP","TOT","PC_GDP","A","2017",33.7968409730831,
"LTU","GGEXP","TOT","PC_GDP","A","1995",34.5948033808219,
"LTU","GGEXP","TOT","PC_GDP","A","1996",36.568585986845,
"LTU","GGEXP","TOT","PC_GDP","A","1997",50.2781220581029,
"LTU","GGEXP","TOT","PC_GDP","A","1998",41.1826556325908,
"LTU","GGEXP","TOT","PC_GDP","A","1999",40.8471516394483,
"LTU","GGEXP","TOT","PC_GDP","A","2000",39.4440177586326,
"LTU","GGEXP","TOT","PC_GDP","A","2001",37.1372272969392,
"LTU","GGEXP","TOT","PC_GDP","A","2002",35.1928138516055,
"LTU","GGEXP","TOT","PC_GDP","A","2003",33.6159834623463,
"LTU","GGEXP","TOT","PC_GDP","A","2004",34.0696645460701,
"LTU","GGEXP","TOT","PC_GDP","A","2005",34.1154259585651,
"LTU","GGEXP","TOT","PC_GDP","A","2006",34.3474415010378,
"LTU","GGEXP","TOT","PC_GDP","A","2007",35.2915538745892,
"LTU","GGEXP","TOT","PC_GDP","A","2008",38.1331740317512,
"LTU","GGEXP","TOT","PC_GDP","A","2009",44.9514201392417,
"LTU","GGEXP","TOT","PC_GDP","A","2010",42.3823593540043,
"LTU","GGEXP","TOT","PC_GDP","A","2011",42.5121768508268,
"LTU","GGEXP","TOT","PC_GDP","A","2012",36.1334067820667,
"LTU","GGEXP","TOT","PC_GDP","A","2013",35.4929881457455,
"LTU","GGEXP","TOT","PC_GDP","A","2014",34.6983465922401,
"LTU","GGEXP","TOT","PC_GDP","A","2015",35.0899584325759,
"LTU","GGEXP","TOT","PC_GDP","A","2016",34.1850271292417,
"LTU","GGEXP","TOT","PC_GDP","A","2017",33.1637605758665,
"LTU","GGEXP","TOT","PC_GDP","A","2018",33.8798369166037,
"CHL","GGEXP","TOT","PC_GDP","A","2013",22.9349627444084,
"CHL","GGEXP","TOT","PC_GDP","A","2014",23.7833455807477,
"CHL","GGEXP","TOT","PC_GDP","A","2015",25.1913041850798,
"CHL","GGEXP","TOT","PC_GDP","A","2016",25.4325359729516,
"CHL","GGEXP","TOT","PC_GDP","A","2017",25.5350629785136,
"CHL","GGEXP","TOT","PC_GDP","A","2018",25.5040833360854,
